Country,BirthRate,BusinessTaxRate,CO2Emissions,GDP,HealthExpCapita,InfantMortalityRate,InternetUsage,LendingInterest,LifeExpectancyFemale,MobilePhoneUsage,PopulationTotal,Cluster
Kenya,0.038,49.3,10242,30465489796,33,0.056,0.1,0.14,59,0.4,38773277,0
Lesotho,0.028,49.0516561,18,1630667593,73,0.082,0,0.162,46,0.3,1972199,0
Liberia,0.038,42.9,576,850040459,27,0.067,0,0.144,59,0.2,3672714,0
Libya,0.022,49.0516561,60392,93167701863,318,0.016,0.1,0.06,76,1.3,5876805,1
Madagascar,0.036,42.6,1944,9413002737,20,0.047,0,0.119,64,0.2,19926785,0
Malawi,0.042,32.2,1155,4276769712,25,0.059,0,0.119,52,0.1,14138207,0
Mali,0.048,51.4,594,8737687353,45,0.088,0,0.119,53,0.3,13138299,0
Mauritania,0.036,49.0516561,2021,3790240831,46,0.072,0,0.203,62,0.6,3422901,0
Mauritius,0.013,49.0516561,3953,9641077098,362,0.014,0.2,0.115,76,0.8,1268565,2
Morocco,0.021,52.9,49934,88882967742,156,0.031,0.3,0.119,71,0.7,30955151,1
Mozambique,0.042,37.5,2340,9891003405,24,0.078,0,0.183,50,0.2,22762525,0
Namibia,0.028,49.0516561,3579,8493167843,287,0.041,0.1,0.137,63,0.5,2110791,0
Niger,0.05,42.3,917,5403364454,26,0.072,0,0.119,56,0.1,14737895,0
Nigeria,0.042,32.2,92621,2.08065E+11,88,0.088,0.2,0.155,51,0.4,5971526,0
Rwanda,0.038,33.4,543,4674053754,47,0.05,0,0.165,61,0.1,10222961,0
Sao Tome and Principe,0.037,47.2,84,183464986,75,0.043,0.2,0.119,67,0.3,168253,0
Senegal,0.039,45.5,5442,13386346543,54,0.051,0.1,0.119,64,0.4,12238791,0
Seychelles,0.018,46.6,708,967211975,289,0.012,0.4,0.118,79,1,86956,2
Sierra Leone,0.04,49.0516561,664,2505620416,64,0.02,0,0.119,44,0.2,5532139,0
Somalia,0.046,49.0516561,609,15493320082,193,0.102,0,0.119,55,0.1,9140259,0
South Africa,0.022,33.7,8529,15493320082,437,0.046,0.1,0.151,54,0.9,5971526,0
South Sudan,0.038,49.0516561,8529,16382632812,34,0.076,0.1,0.119,53,0.5,9118386,0
Sudan,0.036,36.1,12589,54082389393,118,0.058,0.1,0.119,63,0.3,34040065,0
Swaziland,0.031,36.3,1093,3019770680,214,0.074,0.1,0.148,47,0.5,1153929,0
Tanzania,0.041,44.4,6538,20715086119,26,0.047,0,0.15,58,0.3,42353790,0
Togo,0.038,52.6,1456,3163416556,34,0.064,0,0.119,56,0.3,5987491,0
Tunisia,0.018,58.6,25013,44856586316,246,0.017,0.3,0.119,76,0.8,10328900,2
Uganda,0.046,34,3161,14239026768,39,0.057,0.1,0.205,56,0.3,31778799,0
Zambia,0.043,49.0516561,1845,14640792100,78,0.067,0.1,0.191,52,0.3,12456527,0
Zimbabwe,0.032,49.0516561,8148,4415702801,193,0.058,0.1,0.119,49,0.1,12784041,0
Afghanistan,0.041,36.3,3927,10190534636,35,0.079,0,0.149,60,0.3,27032197,0
Armenia,0.014,38.6,5556,11662040714,149,0.018,0.1,0.17,77,0.5,2977488,2
Azerbaijan,0.017,40.9,45702,48852482960,241,0.037,0.2,0.198,73,0.7,8763400,2
Bangladesh,0.022,36.1,46435,79554350678,19,0.043,0,0.164,69,0.3,5971526,0
Bhutan,0.021,40.8,422,1258193519,95,0.038,0.1,0.138,66,0.4,692159,0
Brunei Darussalam,0.018,37.4,10583,14393099069,821,0.008,0.5,0.055,80,1,388017,2
Cambodia,0.026,49.0516561,3975,10351829066,41,0.042,0,0.119,72,0.3,13940518,0
China,0.012,49.0516561,8529,15493320082,155,0.016,0.2,0.053,76,0.5,5971526,2
Georgia,0.014,38.6,6238,12799337250,261,0.017,0.1,0.18,77,0.6,4383800,2
"Hong Kong SAR, China",0.011,49.0516561,38573,2.1928E+11,193,0.02,0.7,0.05,86,1.7,6957800,1
India,0.022,49.0516561,8529,15493320082,43,0.05,0,0.133,67,0.3,5971526,0
Indonesia,0.021,37.5,8529,15493320082,61,0.03,0.1,0.136,72,0.6,5971526,2
Japan,0.009,55,8529,15493320082,193,0.003,0.8,0.019,86,0.9,5971526,2
Kazakhstan,0.023,41.5,8529,1.33442E+11,332,0.023,0.1,0.119,72,1,15674000,1
"Korea, Dem. Rep.",0.015,49.0516561,78081,15493320082,193,0.026,0.1,0.119,72,0.5,24243894,1
"Korea, Rep.",0.009,32.5,8529,15493320082,1253,0.004,0.8,0.072,83,1,48948698,2
Kyrgyz Republic,0.024,61.4,5680,5139957785,60,0.03,0.2,0.199,73,0.7,5318700,2
Lao PDR,0.029,33.4,1742,5443930125,36,0.063,0,0.119,67,0.3,6139127,0
"Macao SAR, China",0.009,49.0516561,1192,20731022857,193,0.02,0.5,0.054,82,1.8,507528,2
Malaysia,0.018,34.5,8529,15493320082,288,0.007,0.6,0.061,77,1,27302348,2
Maldives,0.022,49.0516561,1008,1891633531,475,0.014,0.2,0.13,77,1.4,313843,2
Mongolia,0.022,33.8,10029,5623236708,136,0.032,0.1,0.206,70,0.7,2632834,2
Myanmar,0.018,49.0516561,9028,15493320082,10,0.046,0,0.17,66,0,5971526,0
Nepal,0.025,34.1,3047,12545438605,27,0.04,0,0.08,67,0.2,26249412,0
Pakistan,0.027,28.8,8529,1.70078E+11,29,0.076,0.1,0.129,67,0.5,5971526,0
Philippines,0.026,47.1,75944,1.73603E+11,74,0.026,0.1,0.088,71,0.8,5971526,1
Singapore,0.01,27.9,19637,1.92231E+11,193,0.002,0.7,0.054,83,1.3,4839400,1
Sri Lanka,0.019,61.7,11892,40715240469,68,0.01,0.1,0.189,77,0.5,20217000,2
Tajikistan,0.031,49.0516561,3033,5161336170,40,0.048,0.1,0.119,70,0.5,7275252,0
Thailand,0.012,37.5,8529,15493320082,162,0.013,0.2,0.07,77,0.9,5971526,2
Timor-Leste,0.037,32.6,191,693800000,55,0.056,0,0.131,66,0.1,1032182,0
Turkmenistan,0.022,49.0516561,55093,19271523179,81,0.054,0,0.119,69,0.2,4917543,0
Uzbekistan,0.024,49.0516561,8529,27934030937,53,0.043,0.1,0.119,71,0.5,27302800,0
Vietnam,0.017,39.9,8529,99130304099,63,0.022,0.2,0.158,80,0.9,5971526,1
Albania,0.013,46.2,4129,12881352688,251,0.016,0.2,0.13,80,0.6,2912559,2
Andorra,0.01,49.0516561,539,3712034267,193,0.003,0.7,0.119,75,0.8,79969,2
Austria,0.009,52.4,68269,15493320082,193,0.004,0.7,0.119,83,1.3,8336926,1
Belarus,0.011,49.0516561,62816,60763483146,378,0.006,0.2,0.086,77,0.9,9528000,1
Belgium,0.012,55.2,103882,15493320082,193,0.004,0.7,0.092,83,1.1,10709973,1
Bosnia and Herzegovina,0.008,42.8,30997,18543289395,425,0.007,0.3,0.07,78,0.8,3861201,2
Bulgaria,0.01,33.9,50792,51824892678,474,0.012,0.4,0.109,77,1.4,7492561,1
Croatia,0.01,49.0516561,23366,69595512099,1224,0.005,0.4,0.101,80,1,4434508,2
Cyprus,0.012,49.0516561,8555,25321517504,193,0.003,0.4,0.119,81,0.9,1077089,2
Czech Republic,0.012,47.7,8529,2.25427E+11,193,0.004,0.6,0.063,80,1.3,10384603,1
Denmark,0.012,29.2,46960,15493320082,193,0.004,0.9,0.119,81,1.2,5493621,1
Estonia,0.012,47.9,17492,23781549758,1060,0.004,0.7,0.085,79,1.2,1337090,2
Faeroe Islands,0.02,49.0516561,719,2412859693,193,0.02,0.8,0.119,83,1.1,49601,2
Finland,0.011,47.8,56593,15493320082,193,0.003,0.8,0.119,83,1.3,5313399,1
France,0.013,49.0516561,8529,15493320082,193,0.004,0.7,0.119,85,0.9,5971526,2
Germany,0.008,49.4,8529,15493320082,193,0.004,0.8,0.119,82,1.3,5971526,2
Greece,0.011,46.7,97810,15493320082,193,0.004,0.4,0.119,83,1.2,11186439,1
Hungary,0.01,56.6,54657,1.54234E+11,1146,0.006,0.6,0.102,78,1.2,10038188,1
Iceland,0.015,49.0516561,2120,16832076487,193,0.002,0.9,0.201,83,1.1,317414,2
Ireland,0.017,49.0516561,43021,15493320082,193,0.004,0.7,0.119,82,1.2,4489544,2
Isle of Man,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,82561,2
Italy,0.01,49.0516561,8529,15493320082,193,0.004,0.4,0.068,85,1.5,5971526,2
Latvia,0.011,36.8,7591,33669367720,979,0.009,0.6,0.119,78,1.1,2177322,2
Liechtenstein,0.01,49.0516561,8529,4929414915,193,0.02,0.7,0.119,86,1,35582,2
Lithuania,0.011,45.6,15115,47438363056,934,0.007,0.6,0.084,78,1.6,3198231,2
Luxembourg,0.012,49.0516561,10792,54742763112,193,0.002,0.8,0.119,83,1.5,488650,1
"Macedonia, FYR",0.011,49.0516561,11848,9834034351,325,0.01,0.5,0.097,77,0.9,2098769,2
Malta,0.01,49.0516561,2560,8554293727,193,0.006,0.5,0.059,82,0.9,409379,2
Moldova,0.012,42,4774,6054806101,193,0.016,0.2,0.211,72,0.7,3570108,2
Monaco,0.02,49.0516561,8529,6919241412,193,0.003,0.7,0.119,75,0.6,35686,2
Montenegro,0.012,31,2750,4538345345,466,0.007,0.3,0.092,76,1.9,618649,2
Netherlands,0.011,38.2,8529,15493320082,193,0.004,0.9,0.046,82,1.3,16445593,2
Norway,0.013,40.7,50326,15493320082,193,0.003,0.9,0.073,83,1.1,4768212,1
Poland,0.011,45.1,8529,15493320082,956,0.006,0.5,0.119,80,1.2,38125759,2
Portugal,0.01,42.5,58357,15493320082,193,0.003,0.4,0.119,82,1.3,10558177,1
Romania,0.011,45.4,94645,2.04339E+11,516,0.014,0.3,0.15,76,1.1,20537875,1
Russian Federation,0.012,48.3,8529,15493320082,594,0.012,0.3,0.122,74,1.4,5971526,2
San Marino,0.011,49.0516561,8529,1899809580,193,0.003,0.5,0.079,86,0.8,30549,2
Serbia,0.009,34,51881,47760580366,673,0.007,0.4,0.161,76,1.2,7350221,1
Slovak Republic,0.011,46.5,37557,97908891167,193,0.007,0.7,0.058,79,1,5379233,1
Slovenia,0.011,35.8,17180,54554616826,193,0.003,0.6,0.067,82,1,2021316,2
Spain,0.011,60.3,8529,15493320082,193,0.004,0.6,0.119,84,1.1,45954106,2
Sweden,0.012,53.7,49105,15493320082,193,0.003,0.9,0.119,83,1.1,9219637,2
Switzerland,0.01,27.8,40392,15493320082,193,0.004,0.8,0.033,84,1.2,7647675,2
Turkey,0.018,44.3,8529,15493320082,628,0.022,0.3,0.119,77,0.9,5971526,2
Ukraine,0.011,57.2,8529,1.79992E+11,257,0.011,0.1,0.175,74,1.2,46258200,1
United Kingdom,0.013,34.2,8529,15493320082,193,0.005,0.8,0.046,82,1.2,5971526,2
Bahrain,0.017,49.0516561,24301,25711147929,727,0.008,0.5,0.082,77,1.3,1116038,2
"Iran, Islamic Rep.",0.019,44.2,8529,15493320082,313,0.018,0.1,0.12,74,0.6,5971526,2
Iraq,0.033,27.8,94444,1.31612E+11,142,0.031,0,0.195,72,0.6,29429829,1
Israel,0.022,33,70938,2.13126E+11,193,0.004,0.6,0.066,83,1.3,7308800,1
Jordan,0.03,31.1,20763,21971835256,326,0.019,0.2,0.09,75,0.9,5786000,2
Kuwait,0.021,49.0516561,79959,1.47402E+11,1049,0.01,0.4,0.076,75,0.6,2702221,1
Lebanon,0.013,36,16656,28829850746,529,0.01,0.2,0.1,81,0.3,4186088,2
Oman,0.022,49.0516561,41067,60743823637,473,0.01,0.2,0.071,78,1.2,2593523,1
Qatar,0.013,49.0516561,67997,1.1527E+11,193,0.008,0.4,0.068,79,1.1,1359114,1
Saudi Arabia,0.022,49.0516561,8529,15493320082,566,0.016,0.4,0.119,76,1.4,26366358,2
Syrian Arab Republic,0.026,39.8,67700,15493320082,90,0.014,0.1,0.102,77,0.3,20346056,1
United Arab Emirates,0.016,49.0516561,8529,15493320082,193,0.008,0.6,0.119,77,1.4,6798635,2
"Yemen, Rep.",0.033,47.8,22207,30397203369,69,0.05,0.1,0.18,63,0.3,21703571,0
American Samoa,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,57053,2
Australia,0.014,49.9,8529,15493320082,193,0.004,0.7,0.089,84,1,21249200,2
Fiji,0.022,41.5,1078,3629936625,154,0.02,0.1,0.08,72,0.7,843851,2
French Polynesia,0.017,49.0516561,869,15493320082,193,0.02,0.3,0.119,78,0.7,262877,2
Guam,0.018,49.0516561,8529,15493320082,193,0.02,0.5,0.119,80,0.5,158310,2
Kiribati,0.024,31.8,55,135044456,183,0.049,0.1,0.119,70,0,94832,0
Marshall Islands,0.02,49.0516561,99,152565763,569,0.032,0,0.119,75,0.5,52245,2
"Micronesia, Fed. Sts.",0.024,58.7,99,261339642,323,0.034,0.1,0.144,69,0.3,104498,0
New Caledonia,0.016,49.0516561,3282,15493320082,193,0.02,0.3,0.119,81,0.8,243985,2
New Zealand,0.015,36,34264,1.30459E+11,193,0.005,0.7,0.089,82,1.1,4268900,1
Papua New Guinea,0.031,41.5,3476,8010370370,56,0.053,0,0.092,64,0.1,6550877,0
Samoa,0.029,49.0516561,161,573939144,153,0.016,0.1,0.127,75,0.5,183444,0
Solomon Islands,0.034,49.0516561,198,608292552,72,0.028,0,0.144,68,0.1,503541,0
Tonga,0.028,27.5,161,346850176,207,0.012,0.1,0.125,75,0.5,102947,0
Vanuatu,0.028,49.0516561,92,607983815,99,0.017,0.1,0.053,72,0.2,225398,0
Antigua and Barbuda,0.018,46.2,458,1347407407,702,0.009,0.4,0.104,77,1.6,85349,2
Argentina,0.017,49.0516561,8529,15493320082,686,0.014,0.3,0.195,79,1.2,39676083,1
Aruba,0.011,49.0516561,2288,2791960894,193,0.02,0.5,0.112,77,1.2,101344,2
"Bahamas, The",0.016,44.9,1045,8246650000,193,0.012,0.3,0.055,77,1,348340,2
Barbados,0.013,49.0516561,1635,4541550000,996,0.014,0.6,0.1,77,1,277634,2
Belize,0.025,33.2,407,1369500000,237,0.017,0.1,0.141,76,0.5,293544,0
Bermuda,0.013,49.0516561,389,6109928000,193,0.02,0.8,0.119,82,1.2,65273,2
Bolivia,0.027,49.0516561,13773,16674324634,84,0.038,0.1,0.139,68,0.5,9834098,0
Brazil,0.016,49.0516561,8529,15493320082,714,0.017,0.3,0.119,76,0.8,5971526,2
Canada,0.011,44.1,8529,15493320082,193,0.005,0.8,0.047,83,0.7,33245773,2
Cayman Islands,0.02,49.0516561,631,15493320082,193,0.02,0.6,0.119,75,1.9,52912,2
Chile,0.015,49.0516561,71224,1.79858E+11,732,0.008,0.4,0.133,82,0.9,16831184,1
Colombia,0.02,49.0516561,66439,15493320082,358,0.017,0.3,0.172,77,0.9,45153037,1
Costa Rica,0.016,55.2,8647,29831167681,593,0.009,0.3,0.158,81,0.4,4532711,2
Cuba,0.01,49.0516561,30443,60806200000,584,0.005,0.1,0.119,80,0,11296355,2
Curacao,0.014,49.0516561,8529,15493320082,193,0.02,0.1,0.119,79,0.5,144971,2
Dominica,0.02,37,128,452222222,316,0.012,0.4,0.091,75,1.3,70883,2
Dominican Republic,0.023,35.2,21019,45796187338,244,0.027,0.2,0.199,76,0.7,9750195,2
Ecuador,0.022,34.9,29670,61762635000,268,0.022,0.2,0.119,78,0.8,14512402,2
El Salvador,0.021,34.7,6546,21431000000,216,0.017,0.1,0.119,76,1.1,6151776,2
Greenland,0.015,49.0516561,638,1739579594,193,0.02,0.6,0.119,73,1,56328,2
Grenada,0.019,45.3,260,825925911,474,0.012,0.2,0.095,74,0.6,103932,2
Guatemala,0.033,40.9,11441,39136441799,199,0.03,0.1,0.134,74,1.1,13648307,0
Guyana,0.022,39,1558,1922598121,165,0.034,0.2,0.146,68,0.6,775739,0
Haiti,0.027,40.4,2428,6548530572,36,0.061,0.1,0.178,63,0.3,9638255,0
Honduras,0.028,44.1,8672,13789720387,159,0.023,0.1,0.179,75,0.8,7322368,2
Jamaica,0.016,49.9,11947,13676837630,272,0.017,0.2,0.168,75,1,2671934,2
Mexico,0.02,51.5,8529,15493320082,598,0.015,0.2,0.087,79,0.7,5971526,2
Nicaragua,0.025,49.0516561,4386,8491371523,105,0.024,0.1,0.132,76,0.5,5667983,2
Panama,0.021,43.8,7576,24884000000,473,0.018,0.3,0.082,80,1.1,3553480,2
Paraguay,0.025,35,4353,18504128632,167,0.022,0.1,0.119,74,0.9,6236005,2
Peru,0.021,38.1,41279,1.21383E+11,255,0.017,0.3,0.119,76,0.7,28625628,1
Puerto Rico,0.012,60.6,8529,93639316000,193,0.02,0.4,0.119,83,0.7,3760866,1
Sint Maarten (Dutch part),0.013,49.0516561,8529,15493320082,193,0.02,0.1,0.119,77,0.5,40459,2
St. Kitts and Nevis,0.02,52.5,249,734814815,603,0.009,0.6,0.087,75,1.5,51110,2
St. Lucia,0.017,34,396,1184074074,503,0.014,0.3,0.101,77,1,172734,2
St. Vincent and the Grenadines,0.018,42.6,202,695555556,299,0.019,0.2,0.095,74,1.2,109158,2
Suriname,0.019,27.9,2442,3532969035,406,0.024,0.2,0.122,73,1.3,515372,2
Trinidad and Tobago,0.015,33.1,42541,28165793618,924,0.022,0.3,0.124,73,1.4,1316449,2
Turks and Caicos Islands,0.02,49.0516561,158,15493320082,193,0.02,0.1,0.119,75,0.5,29481,2
United States,0.014,46.4,8529,15493320082,193,0.007,0.7,0.051,81,0.9,5971526,2
Uruguay,0.015,43,8331,30366148205,722,0.011,0.4,0.124,80,1,3348898,2
"Venezuela, RB",0.021,55.6,8529,15493320082,633,0.014,0.3,0.224,77,1,28120312,1
Virgin Islands (U.S.),0.012,49.0516561,8529,15493320082,193,0.02,0.3,0.119,82,0.5,107091,2
Algeria,0.024,49.0516561,8529,1.37212E+11,174,0.024,0.1,0.08,72,0.9,36383302,1
Angola,0.047,52.1,27836,75492417649,174,0.02,0.1,0.157,52,0.4,18926650,0
Benin,0.038,49.0516561,4756,6585134688,32,0.064,0,0.119,60,0.5,9240783,0
Botswana,0.025,49.0516561,4397,10106837286,318,0.041,0.1,0.138,46,1,1951715,0
Burkina Faso,0.043,44.9,1665,8348156389,41,0.073,0,0.119,55,0.3,15094967,0
Burundi,0.045,49.0516561,180,1739781536,14,0.063,0,0.141,54,0.1,8926687,0
Cameroon,0.039,48.8,6674,22165009363,56,0.069,0,0.119,54,0.4,20103945,0
Central African Republic,0.035,49.0516561,235,1981728179,17,0.105,0,0.119,49,0.2,4266247,0
Chad,0.048,49.0516561,444,9253484290,28,0.095,0,0.119,50,0.2,11371325,0
Comoros,0.038,49.0516561,125,535199686,31,0.065,0,0.105,61,0.2,666097,0
"Congo, Dem. Rep.",0.044,49.0516561,2721,18262773766,17,0.095,0,0.119,50,0.2,5971526,0
"Congo, Rep.",0.039,49.0516561,1885,9593536719,54,0.045,0,0.119,58,0.7,3995146,0
Cote d'Ivoire,0.036,44.4,5856,23041633638,84,0.079,0,0.119,50,0.7,18601342,0
Djibouti,0.029,37.8,532,1198997305,100,0.064,0,0.111,61,0.2,821865,0
"Egypt, Arab Rep.",0.024,43,8529,1.88984E+11,118,0.021,0.3,0.12,73,0.7,5971526,1
Equatorial Guinea,0.037,44.1,4620,9380412630,861,0.078,0,0.119,52,0.3,676851,0
Eritrea,0.039,49.0516561,513,1856695550,10,0.041,0,0.119,63,0,5557889,0
Ethiopia,0.035,30.3,6659,31843357840,15,0.054,0,0.119,62,0,5971526,0
Gabon,0.033,44.7,81,12031268402,291,0.045,0.1,0.119,63,1,1519155,0
"Gambia, The",0.043,49.0516561,436,900629373,25,0.053,0.1,0.119,59,0.8,1628332,0
Ghana,0.033,32.5,7444,25978563316,56,0.056,0.1,0.119,61,0.6,23691533,0
Guinea,0.039,49.0516561,1228,4609923720,28,0.074,0,0.119,56,0.3,10593248,0
Guinea-Bissau,0.039,45.9,235,832530157,36,0.087,0,0.119,55,0.4,1550905,0
Kenya,0.037,49.3,12350,30716343757,36,0.054,0.1,0.148,60,0.5,39824734,0
Lesotho,0.028,49.0516561,26,1708772782,84,0.08,0,0.13,47,0.3,1989873,0
Liberia,0.038,42.9,528,1155146230,43,0.064,0,0.142,60,0.3,3821440,0
Libya,0.022,49.0516561,67674,62360446571,349,0.015,0.1,0.06,77,1.6,5964325,1
Madagascar,0.036,38.4,1822,8550363829,19,0.045,0,0.119,64,0.3,20495695,0
Malawi,0.041,49.0516561,1060,5030639934,29,0.055,0,0.119,53,0.2,14573338,0
Mali,0.048,51.4,612,8964480570,45,0.085,0,0.119,53,0.3,13559296,0
Mauritania,0.036,49.0516561,2211,3027032864,46,0.071,0,0.195,62,0.6,3516077,0
Mauritius,0.012,49.0516561,3865,8834661043,357,0.014,0.2,0.093,77,0.9,1275032,2
Morocco,0.021,49.3,49541,90908402631,165,0.03,0.4,0.119,72,0.8,31276564,1
Mozambique,0.041,37.5,2574,9674037707,25,0.074,0,0.157,50,0.3,23361025,0
Namibia,0.027,49.0516561,3183,8724107049,326,0.039,0.1,0.111,64,0.8,2143498,0
Niger,0.05,46.5,1085,5397121962,27,0.069,0,0.119,57,0.2,15302948,0
Nigeria,0.042,32.2,71719,1.69481E+11,74,0.085,0.2,0.184,51,0.5,5971526,0
Rwanda,0.037,31,576,5208687775,50,0.047,0.1,0.161,63,0.2,10529668,0
Sao Tome and Principe,0.037,47.2,92,196473839,94,0.041,0.2,0.119,68,0.5,173240,0
Senegal,0.039,45.5,5849,12812994670,49,0.049,0.1,0.119,64,0.5,12586827,0
Seychelles,0.018,44.1,755,847424852,250,0.012,0.1,0.153,78,1.2,87298,2
Sierra Leone,0.039,49.0516561,653,2453972797,74,0.02,0,0.222,45,0.2,5641182,0
Somalia,0.046,49.0516561,594,15493320082,193,0.1,0,0.119,55,0.1,9380854,0
South Africa,0.022,29.8,8529,15493320082,484,0.04,0.1,0.117,55,0.9,5971526,2
South Sudan,0.038,49.0516561,8529,13298986925,30,0.073,0.1,0.119,54,0.5,9520571,0
Sudan,0.035,36.1,14056,52839990731,112,0.056,0.1,0.119,63,0.4,34853178,0
Swaziland,0.031,36.3,1023,3144680749,227,0.068,0.1,0.114,48,0.6,1173678,0
Tanzania,0.041,44.4,6447,21368165400,28,0.044,0,0.15,59,0.4,43639752,0
Togo,0.038,52.5,1503,3163000591,37,0.062,0,0.119,56,0.4,6144457,0
Tunisia,0.018,49.0516561,24807,43454935940,259,0.016,0.3,0.119,77,0.9,10439600,2
Uganda,0.045,35,3366,14824492062,42,0.054,0.1,0.21,57,0.3,32864328,0
Zambia,0.043,49.0516561,2156,12805029522,64,0.065,0.1,0.221,54,0.3,12825031,0
Zimbabwe,0.032,38.2,8735,8157077422,193,0.059,0.1,0.119,51,0.3,12888918,0
Afghanistan,0.039,36.3,6524,12486950469,35,0.077,0,0.15,60,0.4,27708187,0
Armenia,0.014,38.6,4353,8647936748,132,0.017,0.2,0.188,78,0.7,2968154,2
Azerbaijan,0.017,40.9,42629,44291490421,288,0.035,0.3,0.2,73,0.9,8947243,2
Bangladesh,0.021,35,52328,89356650349,22,0.041,0,0.146,70,0.3,5971526,0
Bhutan,0.021,40.8,389,1264758198,82,0.036,0.1,0.138,67,0.5,704542,0
Brunei Darussalam,0.017,30.3,9094,10732366286,766,0.008,0.5,0.055,80,1,394400,2
Cambodia,0.026,49.0516561,4052,10401935532,46,0.039,0,0.119,73,0.4,14144225,0
China,0.012,49.0516561,8529,15493320082,189,0.015,0.3,0.053,76,0.6,5971526,2
Georgia,0.014,49.0516561,6058,10766836277,249,0.016,0.2,0.179,77,0.6,4410900,2
"Hong Kong SAR, China",0.012,49.0516561,36996,2.14046E+11,193,0.02,0.7,0.05,86,1.8,6972800,1
India,0.022,49.0516561,8529,15493320082,44,0.048,0.1,0.122,67,0.4,5971526,0
Indonesia,0.02,37.8,8529,15493320082,64,0.029,0.1,0.145,72,0.7,5971526,2
Japan,0.009,55.3,8529,15493320082,193,0.002,0.8,0.119,86,0.9,5971526,2
Kazakhstan,0.022,34.7,8529,1.15309E+11,328,0.021,0.2,0.119,74,1.1,16092701,1
"Korea, Dem. Rep.",0.014,49.0516561,74686,15493320082,193,0.025,0.1,0.119,72,0,24371865,1
"Korea, Rep.",0.009,31,8529,15493320082,1204,0.004,0.8,0.056,84,1,49182038,2
Kyrgyz Republic,0.025,59.4,6480,4690062255,61,0.029,0.2,0.119,73,0.9,5383300,2
Lao PDR,0.029,32.3,1811,5832882922,34,0.061,0.1,0.119,68,0.5,6267968,0
"Macao SAR, China",0.009,49.0516561,1302,21313263933,193,0.02,0.5,0.053,82,2,521617,2
Malaysia,0.018,34.2,8529,2.02251E+11,285,0.007,0.6,0.051,77,1.1,27790324,1
Maldives,0.022,49.0516561,1067,1984639641,475,0.012,0.2,0.13,77,1.4,319660,2
Mongolia,0.023,49.0516561,11052,4583834427,111,0.03,0.1,0.217,71,0.8,2672223,2
Myanmar,0.018,49.0516561,10392,15493320082,13,0.045,0,0.17,66,0,5971526,0
Nepal,0.024,32.5,3506,12899651884,29,0.038,0,0.08,68,0.2,26544943,0
Pakistan,0.027,30.9,8529,1.67875E+11,28,0.075,0.1,0.145,67,0.6,5971526,0
Philippines,0.025,47.1,74785,1.68334E+11,78,0.026,0.1,0.086,72,0.8,5971526,1
Singapore,0.01,27.8,24767,1.92406E+11,193,0.002,0.7,0.054,84,1.4,4987600,1
Sri Lanka,0.019,61.7,12831,42067974595,68,0.01,0.1,0.157,77,0.8,20450000,2
Tajikistan,0.032,49.0516561,2893,4979481980,40,0.046,0.1,0.226,70,0.7,7447396,0
Thailand,0.011,36.9,8529,15493320082,164,0.013,0.2,0.06,77,1,5971526,2
Timor-Leste,0.037,49.0516561,183,826700000,50,0.054,0,0.112,67,0.3,1049156,0
Turkmenistan,0.022,49.0516561,48525,20214385965,86,0.052,0,0.119,69,0.4,4978962,0
Uzbekistan,0.023,49.0516561,8529,32816828373,64,0.041,0.2,0.119,71,0.6,27767400,1
Vietnam,0.017,39.9,8529,1.06015E+11,72,0.021,0.3,0.101,80,1.1,5971526,1
Albania,0.013,37,3880,12044212904,230,0.015,0.4,0.127,80,0.8,2884303,2
Andorra,0.01,49.0516561,517,15493320082,193,0.003,0.8,0.119,75,0.8,78659,2
Austria,0.009,53.4,62262,15493320082,193,0.004,0.7,0.119,83,1.4,8365275,1
Belarus,0.011,49.0516561,60293,49208656976,314,0.005,0.3,0.117,76,1,9507000,1
Belgium,0.012,54.5,104194,15493320082,193,0.004,0.7,0.095,83,1.1,10796493,1
Bosnia and Herzegovina,0.009,49.0516561,30590,17082889410,440,0.007,0.4,0.079,78,0.8,3853446,2
Bulgaria,0.011,30.4,42805,48568714012,463,0.012,0.5,0.113,77,1.4,7444443,1
Croatia,0.01,49.0516561,21555,62202619240,1095,0.005,0.5,0.116,80,1.1,4429078,2
Cyprus,0.012,49.0516561,8141,23542650736,193,0.003,0.5,0.119,81,0.9,1090553,2
Czech Republic,0.011,46.4,8529,1.97187E+11,193,0.004,0.6,0.06,80,1.2,10443936,1
Denmark,0.011,28.2,44503,15493320082,193,0.004,0.9,0.119,81,1.2,5523095,1
Estonia,0.012,48.1,14745,19406617022,968,0.004,0.7,0.094,80,1.2,1334515,2
Faeroe Islands,0.02,49.0516561,667,2198138372,193,0.02,0.8,0.119,84,1.1,49600,2
Finland,0.011,47.7,53168,15493320082,193,0.003,0.8,0.119,83,1.4,5338871,1
France,0.013,49.0516561,8529,15493320082,193,0.004,0.7,0.119,85,0.9,5971526,2
Germany,0.008,43.9,8529,15493320082,193,0.004,0.8,0.119,83,1.3,5971526,2
Greece,0.011,46.7,94902,15493320082,193,0.004,0.4,0.119,83,1.2,11187085,1
Hungary,0.01,56.6,48676,1.26632E+11,977,0.006,0.6,0.11,78,1.2,10022650,1
