Country,BirthRate,BusinessTaxRate,CO2Emissions,GDP,HealthExpCapita,InfantMortalityRate,InternetUsage,LendingInterest,LifeExpectancyFemale,MobilePhoneUsage,PopulationTotal,Cluster
Papua New Guinea,0.031,42.1,3333,7914594203,50,0.052,0,0.101,64,0.2,6704829,0
Samoa,0.028,49.0516561,161,501065927,160,0.016,0.1,0.121,75,0.5,184704,0
Solomon Islands,0.033,49.0516561,198,597765363,91,0.028,0,0.153,68,0.1,514964,0
Tonga,0.028,27.5,172,318522296,145,0.012,0.1,0.125,75,0.5,103557,0
Vanuatu,0.028,49.0516561,117,610075807,103,0.016,0.1,0.055,73,0.6,230833,0
Antigua and Barbuda,0.017,41,499,1206296296,638,0.009,0.4,0.101,78,1.6,86300,2
Argentina,0.017,49.0516561,8529,15493320082,726,0.013,0.3,0.157,79,1.3,40023641,2
Aruba,0.011,49.0516561,2296,2498932961,193,0.02,0.6,0.108,77,1.3,101418,2
"Bahamas, The",0.016,44.9,1643,7820420000,193,0.012,0.3,0.055,78,1,354492,2
Barbados,0.013,49.0516561,1624,4592650000,1025,0.014,0.6,0.092,77,1.2,279006,2
Belize,0.025,33.2,414,1338500000,259,0.016,0.1,0.141,76,0.5,301016,2
Bermuda,0.012,49.0516561,466,5806378000,193,0.02,0.8,0.119,82,1.3,65636,2
Bolivia,0.027,49.0516561,14408,17339992165,100,0.036,0.2,0.124,68,0.6,9993406,0
Brazil,0.016,49.0516561,8529,15493320082,733,0.016,0.4,0.119,77,0.9,5971526,2
Canada,0.011,42.3,8529,15493320082,193,0.005,0.8,0.024,83,0.7,33628571,2
Cayman Islands,0.016,49.0516561,587,15493320082,193,0.02,0.6,0.119,75,2,54275,2
Chile,0.014,49.0516561,67267,1.72323E+11,760,0.008,0.4,0.073,82,1,16991729,1
Colombia,0.02,49.0516561,70850,15493320082,358,0.016,0.3,0.13,77,0.9,45802561,1
Costa Rica,0.016,55.2,7818,29382692643,619,0.009,0.3,0.197,81,0.4,4601424,2
Cuba,0.01,49.0516561,29901,62078610000,651,0.005,0.1,0.119,81,0.1,11288826,2
Curacao,0.013,49.0516561,8529,15493320082,193,0.02,0.1,0.119,80,1.4,145890,2
Dominica,0.02,37,128,482592593,342,0.011,0.4,0.1,75,1.4,70996,2
Dominican Republic,0.022,38.4,20323,46484962937,256,0.026,0.3,0.181,76,0.9,9884265,2
Ecuador,0.022,34.9,30473,62519686000,302,0.022,0.2,0.119,78,0.9,14756424,2
El Salvador,0.021,34.8,6476,20661000000,228,0.016,0.1,0.119,76,1.2,6183484,2
Greenland,0.016,49.0516561,557,1267711816,193,0.02,0.6,0.119,73,0.9,56323,2
Grenada,0.019,45.3,253,771481468,462,0.012,0.2,0.11,75,1.1,104296,2
Guatemala,0.033,40.9,11844,37733606156,190,0.029,0.1,0.138,74,1.2,13988988,0
Guyana,0.022,38.8,1555,2025565089,165,0.033,0.2,0.145,68,0.6,781055,0
Haiti,0.027,40.4,2263,6584649419,43,0.06,0.1,0.173,63,0.4,9765153,0
Honduras,0.027,44.1,7866,14587485644,173,0.022,0.1,0.194,75,1.1,7469844,2
Jamaica,0.016,49.9,8592,12125023181,229,0.016,0.2,0.164,75,1.1,2681386,2
Mexico,0.02,51,8529,15493320082,526,0.015,0.3,0.071,79,0.7,5971526,2
Nicaragua,0.024,49.0516561,4496,8380736990,109,0.023,0.1,0.14,77,0.6,5743329,2
Panama,0.021,43.8,8636,25925100000,541,0.017,0.4,0.082,80,1.7,3615846,2
Paraguay,0.025,35,4518,15929903100,187,0.021,0.2,0.119,74,0.9,6347383,2
Peru,0.021,37.2,47356,1.21204E+11,234,0.016,0.3,0.21,76,0.9,28934303,1
Puerto Rico,0.012,60.6,8529,96385638000,193,0.02,0.4,0.119,82,0.7,3740410,1
Sint Maarten (Dutch part),0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,78,0.5,39133,2
St. Kitts and Nevis,0.02,52.5,260,708888889,686,0.009,0.7,0.088,75,1.5,51731,2
St. Lucia,0.017,34.4,385,1180000000,537,0.014,0.4,0.106,77,1.1,175200,2
St. Vincent and the Grenadines,0.017,41,202,674814815,317,0.019,0.3,0.092,74,1.1,109249,2
Suriname,0.019,27.9,2468,3875409836,457,0.023,0.3,0.117,73,1.5,520173,2
Trinidad and Tobago,0.015,33.1,48177,19332270662,887,0.021,0.4,0.119,73,1.4,1322518,2
Turks and Caicos Islands,0.02,49.0516561,161,15493320082,193,0.02,0.1,0.119,75,0.5,30247,2
United States,0.014,46.1,8529,15493320082,193,0.006,0.7,0.033,81,0.9,5971526,2
Uruguay,0.015,41.9,7891,30461322555,803,0.011,0.4,0.153,80,1.2,3360431,2
"Venezuela, RB",0.021,60.4,8529,15493320082,665,0.014,0.3,0.199,77,1,28583040,1
Virgin Islands (U.S.),0.012,49.0516561,8529,15493320082,193,0.02,0.3,0.119,82,0.5,106707,2
Algeria,0.025,49.0516561,8529,1.61207E+11,181,0.024,0.1,0.08,72,0.9,37062820,1
Angola,0.046,52.1,30418,82470894868,144,0.11,0.1,0.225,52,0.5,19549124,0
Benin,0.038,49.0516561,5189,6558416322,30,0.062,0,0.119,60,0.7,9509798,0
Botswana,0.024,49.0516561,5233,13746712706,394,0.04,0.1,0.115,46,1.2,1969341,0
Burkina Faso,0.043,44.8,1683,9209288383,41,0.07,0,0.119,56,0.4,15540284,0
Burundi,0.045,49.0516561,308,2026864414,19,0.061,0,0.124,54,0.2,9232753,0
Cameroon,0.039,48.8,7235,22493301699,57,0.066,0,0.119,55,0.4,20624343,0
Central African Republic,0.035,49.0516561,264,1986014759,18,0.103,0,0.119,50,0.2,4349921,0
Chad,0.047,49.0516561,469,10657705072,29,0.094,0,0.119,51,0.2,11720781,0
Comoros,0.037,49.0516561,139,543376206,27,0.063,0.1,0.105,62,0.2,683081,0
"Congo, Dem. Rep.",0.044,49.0516561,3040,20523286237,15,0.092,0,0.119,51,0.2,5971526,0
"Congo, Rep.",0.039,49.0516561,2028,12007880067,67,0.042,0.1,0.119,59,0.9,4111715,0
Cote d'Ivoire,0.037,44.2,5805,22920779598,83,0.077,0,0.119,50,0.8,18976588,0
Djibouti,0.028,37.8,539,1128611700,111,0.062,0.1,0.103,62,0.2,834036,0
"Egypt, Arab Rep.",0.024,42.6,8529,2.18888E+11,126,0.02,0.3,0.11,73,0.9,5971526,1
Equatorial Guinea,0.037,44.1,4679,11586407487,757,0.076,0.1,0.119,53,0.6,696167,0
Eritrea,0.038,49.0516561,513,2117039511,12,0.039,0,0.119,64,0,5741159,0
Ethiopia,0.035,30.3,6494,29385611867,14,0.051,0,0.119,63,0.1,5971526,0
Gabon,0.033,43.5,2574,14569527125,322,0.043,0.1,0.119,63,1,1556222,0
"Gambia, The",0.043,49.0516561,473,951805801,27,0.052,0.1,0.119,59,0.9,1680640,0
Ghana,0.032,32.5,8999,32174210793,70,0.055,0.1,0.119,62,0.7,24262901,0
Guinea,0.038,49.0516561,1236,4735956476,27,0.071,0,0.119,56,0.4,10876033,0
Guinea-Bissau,0.039,45.9,238,835390893,38,0.085,0,0.119,55,0.4,1586624,0
Kenya,0.037,49.3,12427,32440133261,35,0.052,0.1,0.144,61,0.6,40909194,0
Lesotho,0.028,49.0516561,18,2175685681,118,0.077,0,0.112,48,0.5,2008921,0
Liberia,0.037,42.9,799,1292696476,43,0.06,0,0.142,60,0.4,3957990,0
Libya,0.022,49.0516561,59035,74755288917,389,0.014,0.1,0.06,77,1.8,6040612,1
Madagascar,0.035,37.7,2013,8704983553,19,0.044,0,0.119,65,0.4,21079532,0
Malawi,0.041,49.0516561,1239,5398616985,30,0.053,0,0.119,54,0.2,15013694,0
Mali,0.048,51.4,623,9422267260,46,0.083,0,0.119,54,0.5,13985961,0
Mauritania,0.035,49.0516561,2215,3526946625,58,0.07,0,0.17,63,0.8,3609420,0
Mauritius,0.012,49.0516561,4118,9718331363,427,0.013,0.3,0.089,77,1,1280924,2
Morocco,0.022,49.6,50608,90770671432,168,0.029,0.5,0.119,72,1,31642360,1
Mozambique,0.041,37.5,2882,9274448732,22,0.072,0,0.163,50,0.3,23967265,0
Namibia,0.027,49.0516561,3176,11141417478,416,0.038,0.1,0.097,65,0.9,2178967,0
Niger,0.05,46.5,1412,5718589550,24,0.066,0,0.119,57,0.2,15893746,0
Nigeria,0.042,32.2,78910,15493320082,80,0.082,0.2,0.176,52,0.5,5971526,0
Rwanda,0.037,31,594,5624809049,56,0.044,0.1,0.167,64,0.3,10836732,0
Sao Tome and Principe,0.036,33.3,99,201037917,86,0.04,0.2,0.119,68,0.6,178228,0
Senegal,0.039,45.5,7059,12932427724,48,0.047,0.2,0.119,64,0.6,12950564,0
Seychelles,0.017,44.1,704,973355738,394,0.012,0.4,0.127,78,1.3,89770,2
Sierra Leone,0.038,49.0516561,689,2578159463,69,0.02,0,0.213,45,0.3,5751976,0
Somalia,0.045,49.0516561,609,15493320082,193,0.097,0.1,0.119,56,0.1,9636173,0
South Africa,0.022,30,8529,15493320082,615,0.035,0.2,0.098,56,1,5971526,2
South Sudan,0.037,49.0516561,8529,16338510934,32,0.071,0.1,0.119,54,0.5,9940929,0
Sudan,0.035,36.1,14173,65632237471,119,0.055,0.2,0.119,63,0.4,35652002,0
Swaziland,0.031,36.5,1023,3891563478,261,0.063,0.1,0.098,48,0.6,1193148,0
Tanzania,0.041,44.4,6846,22915004297,37,0.041,0,0.145,60,0.5,44973330,0
Togo,0.037,50.3,1540,3172945506,37,0.061,0,0.119,56,0.4,6306014,0
Tunisia,0.019,49.0516561,25878,44054072936,282,0.015,0.4,0.119,77,1,10549100,2
Uganda,0.045,35,3784,16030996179,43,0.051,0.1,0.202,58,0.4,33987213,0
Zambia,0.043,49.0516561,2428,16190196832,75,0.064,0.1,0.209,56,0.4,13216985,0
Zimbabwe,0.032,39.1,9428,9456808151,193,0.059,0.1,0.119,54,0.6,13076978,0
Afghanistan,0.038,36.3,8236,15936784436,43,0.075,0,0.157,61,0.5,28397812,0
Armenia,0.014,38.6,4221,9260287416,143,0.016,0.3,0.192,78,1.3,2963496,2
Azerbaijan,0.018,40.9,45731,52902703376,310,0.034,0.5,0.207,74,1,9054332,2
Bangladesh,0.021,35,56153,1.0036E+11,24,0.039,0,0.13,70,0.4,5971526,1
Bhutan,0.021,40.8,477,1585396256,90,0.034,0.1,0.14,67,0.6,716939,0
Brunei Darussalam,0.017,49.0516561,9160,12369708859,844,0.008,0.5,0.055,80,1.1,400569,2
Cambodia,0.026,49.0516561,4180,11242266334,46,0.037,0,0.119,73,0.6,14364931,0
China,0.012,49.0516561,8529,15493320082,216,0.014,0.3,0.058,76,0.6,5971526,2
Georgia,0.014,49.0516561,6241,11638536862,267,0.015,0.3,0.158,77,0.9,4452800,2
"Hong Kong SAR, China",0.013,49.0516561,36289,15493320082,193,0.02,0.7,0.05,86,2,7024200,2
India,0.021,49.0516561,8529,15493320082,52,0.046,0.1,0.083,67,0.6,5971526,0
Indonesia,0.02,32.2,8529,15493320082,86,0.027,0.1,0.133,72,0.9,5971526,2
Japan,0.009,47.6,8529,15493320082,193,0.002,0.8,0.119,86,1,5971526,2
Kazakhstan,0.023,28.6,8529,1.48047E+11,398,0.019,0.3,0.119,73,1.2,16321581,1
"Korea, Dem. Rep.",0.014,49.0516561,71624,15493320082,193,0.025,0.1,0.119,72,0,24500520,1
"Korea, Rep.",0.009,28.8,8529,15493320082,193,0.004,0.8,0.055,84,1,5971526,2
Kyrgyz Republic,0.027,30.6,6399,4794357795,60,0.027,0.2,0.119,74,1,5447900,2
Lao PDR,0.028,32.3,1874,7181441152,29,0.059,0.1,0.226,68,0.6,6395713,0
"Macao SAR, China",0.009,49.0516561,1030,28359706123,193,0.02,0.6,0.053,82,2.1,534626,2
Malaysia,0.018,33.7,8529,15493320082,345,0.007,0.6,0.05,77,1.2,28275835,2
Maldives,0.022,49.0516561,1074,2134104884,379,0.011,0.3,0.104,78,1.5,325694,2
Mongolia,0.023,49.0516561,11511,6200357070,143,0.029,0.1,0.201,71,0.9,2712738,2
Myanmar,0.018,49.0516561,8995,15493320082,15,0.044,0,0.17,67,0,5971526,0
Nepal,0.023,31.7,3755,15994094607,36,0.036,0.1,0.08,68,0.3,26846016,0
Pakistan,0.027,30.9,8529,1.77166E+11,30,0.073,0.1,0.14,67,0.6,5971526,0
Philippines,0.025,43.8,81591,1.99589E+11,90,0.025,0.3,0.077,72,0.9,5971526,1
Singapore,0.009,49.0516561,13520,15493320082,193,0.002,0.7,0.054,84,1.5,5076700,2
Sri Lanka,0.018,49.0516561,12710,49567521670,82,0.009,0.1,0.102,77,0.8,20653000,2
Tajikistan,0.033,49.0516561,2860,5642178580,44,0.045,0.1,0.119,70,0.8,7627326,0
Thailand,0.011,36.9,8529,15493320082,183,0.013,0.2,0.059,77,1.1,5971526,2
Timor-Leste,0.036,49.0516561,183,934300000,46,0.052,0,0.11,68,0.4,1066409,0
Turkmenistan,0.022,49.0516561,53054,22148070175,95,0.051,0,0.119,69,0.6,5041995,0
Uzbekistan,0.023,49.0516561,104443,39332770929,75,0.04,0.2,0.119,71,0.8,28562400,1
Vietnam,0.016,32.9,8529,1.15932E+11,83,0.021,0.3,0.131,80,1.3,5971526,1
Albania,0.013,33.1,4283,11926953259,207,0.015,0.5,0.128,80,0.9,2856673,2
Andorra,0.01,49.0516561,517,15493320082,193,0.002,0.8,0.119,75,0.8,77907,2
Austria,0.009,53.2,66897,15493320082,193,0.004,0.8,0.119,83,1.5,8389771,1
Belarus,0.011,49.0516561,62222,55220932614,323,0.005,0.3,0.092,77,1.1,9490000,1
Belgium,0.012,56.7,8529,15493320082,193,0.004,0.8,0.119,83,1.1,10920272,2
Bosnia and Herzegovina,0.009,49.0516561,31125,16775919279,427,0.007,0.5,0.079,78,0.8,3845929,2
Bulgaria,0.01,28,44679,47726575741,480,0.011,0.5,0.111,77,1.4,7395599,1
Croatia,0.01,49.0516561,20884,58873994412,1051,0.005,0.6,0.104,80,1.1,4417781,2
Cyprus,0.012,49.0516561,7708,23132450331,193,0.003,0.5,0.119,81,0.9,1103685,2
Czech Republic,0.011,48,8529,1.98494E+11,193,0.003,0.7,0.059,81,1.2,10474410,1
Denmark,0.011,28.1,46303,15493320082,193,0.003,0.9,0.119,81,1.2,5547683,1
Estonia,0.012,48.6,18339,19033475893,894,0.004,0.7,0.078,81,1.3,1331475,2
Faeroe Islands,0.02,49.0516561,711,15493320082,193,0.02,0.8,0.119,84,1.2,49581,2
Finland,0.011,40.8,61844,15493320082,193,0.003,0.9,0.119,83,1.6,5363352,1
France,0.013,49.0516561,8529,15493320082,193,0.004,0.8,0.119,85,0.9,5971526,2
Germany,0.008,47,8529,15493320082,193,0.004,0.8,0.119,83,1.1,5971526,2
Greece,0.01,46.7,86717,15493320082,193,0.004,0.4,0.119,83,1.1,11153454,1
Hungary,0.009,54.6,50583,1.27503E+11,1026,0.006,0.7,0.076,78,1.2,10000023,1
Iceland,0.015,49.0516561,1962,12564705489,193,0.002,0.9,0.103,84,1.1,318041,2
Ireland,0.017,49.0516561,40000,2.09387E+11,193,0.004,0.7,0.119,83,1.1,4560155,1
Isle of Man,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,83992,2
Italy,0.009,49.0516561,8529,15493320082,193,0.003,0.5,0.04,85,1.5,5971526,2
Latvia,0.009,37.6,7616,24009680460,742,0.008,0.7,0.096,78,1.1,2097555,2
Liechtenstein,0.009,49.0516561,8529,15493320082,193,0.02,0.8,0.119,84,1,36120,2
Lithuania,0.012,45.1,13561,36709511568,782,0.006,0.6,0.06,79,1.6,3097282,2
Luxembourg,0.012,49.0516561,10829,52053324635,193,0.002,0.9,0.119,84,1.4,506953,1
"Macedonia, FYR",0.011,49.0516561,10873,9338674078,309,0.009,0.5,0.095,77,1,2102216,2
Malta,0.009,49.0516561,2589,8163841060,193,0.006,0.6,0.046,84,1.1,414508,2
Moldova,0.012,30.4,4855,5811604052,190,0.015,0.3,0.164,72,0.7,3562045,2
Monaco,0.02,49.0516561,8529,5350993377,193,0.003,0.8,0.119,75,0.6,36845,2
Montenegro,0.012,49.0516561,2582,4114881347,476,0.006,0.4,0.095,77,1.9,620078,2
Netherlands,0.011,39.4,8529,15493320082,193,0.004,0.9,0.018,83,1.2,16615394,2
Norway,0.013,40.7,57187,15493320082,193,0.003,0.9,0.119,83,1.1,4889252,1
Poland,0.011,40.1,8529,15493320082,860,0.005,0.6,0.119,81,1.2,38183683,2
Portugal,0.01,42.6,52361,15493320082,193,0.003,0.5,0.119,82,1.2,10573100,2
Romania,0.011,43.5,78745,1.64792E+11,457,0.012,0.4,0.141,77,1.1,20246871,1
Russian Federation,0.013,46.5,8529,15493320082,669,0.01,0.4,0.108,75,1.7,5971526,2
San Marino,0.011,49.0516561,8529,15493320082,193,0.003,0.1,0.054,86,1,30861,2
Serbia,0.009,34,45962,36990001284,546,0.007,0.4,0.173,77,1.3,7291436,2
Slovak Republic,0.011,47.4,36094,87077443709,193,0.007,0.8,0.119,79,1.1,5391428,1
Slovenia,0.011,34.6,15328,46999407184,193,0.003,0.7,0.119,83,1,2048583,2
Spain,0.01,56.8,8529,15493320082,193,0.004,0.7,0.119,85,1.1,46576897,2
Sweden,0.012,52,52515,15493320082,193,0.003,0.9,0.119,84,1.2,9378126,2
Switzerland,0.01,28.8,38757,15493320082,193,0.004,0.8,0.027,85,1.2,7824909,2
Turkey,0.018,43.3,8529,15493320082,680,0.02,0.4,0.119,78,0.9,5971526,2
Ukraine,0.011,55.5,8529,1.36419E+11,231,0.01,0.2,0.159,76,1.2,45870700,1
United Kingdom,0.013,36.1,8529,15493320082,193,0.004,0.9,0.119,82,1.2,5971526,2
Bahrain,0.016,49.0516561,24202,25713547869,747,0.007,0.6,0.072,77,1.3,1251513,2
"Iran, Islamic Rep.",0.019,44.1,8529,15493320082,416,0.016,0.1,0.12,75,0.7,5971526,2
Iraq,0.032,27.8,8529,1.42815E+11,141,0.03,0,0.133,73,0.8,30962380,1
Israel,0.022,31.1,70656,15493320082,193,0.004,0.7,0.05,84,1.2,7623600,1
Jordan,0.029,31.2,20821,26425379367,361,0.018,0.3,0.09,75,1,6046000,2
Kuwait,0.021,49.0516561,93696,1.19935E+11,1116,0.009,0.6,0.049,75,1.3,2991580,1
Lebanon,0.013,30.2,20403,38009950249,620,0.009,0.4,0.083,81,0.7,4341092,2
Oman,0.022,49.0516561,57202,58813004375,582,0.01,0.4,0.068,78,1.6,2802768,1
Qatar,0.012,49.0516561,70531,1.25122E+11,193,0.008,0.7,0.073,79,1.3,1749713,1
Saudi Arabia,0.021,49.0516561,8529,15493320082,663,0.015,0.4,0.119,77,1.9,27258387,2
Syrian Arab Republic,0.025,39.7,61859,15493320082,97,0.013,0.2,0.099,78,0.5,21532647,1
United Arab Emirates,0.016,49.0516561,8529,15493320082,1283,0.008,0.7,0.119,78,1.3,8441537,2
"Yemen, Rep.",0.032,47.8,21852,31743751169,66,0.046,0.1,0.119,64,0.5,22763008,0
American Samoa,0.019,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,55636,2
Australia,0.014,47.5,8529,15493320082,193,0.004,0.8,0.073,84,1,22031800,2
Fiji,0.022,39.3,1291,3225095136,154,0.02,0.2,0.075,72,0.8,860559,2
French Polynesia,0.017,49.0516561,884,15493320082,193,0.02,0.5,0.119,78,0.8,268065,2
Guam,0.018,49.0516561,8529,15493320082,193,0.02,0.5,0.119,81,0.5,159440,2
Kiribati,0.023,31.8,62,150431114,162,0.048,0.1,0.119,71,0.1,97743,0
Marshall Islands,0.02,49.0516561,103,163200000,542,0.032,0.1,0.119,75,0.5,52428,2
"Micronesia, Fed. Sts.",0.024,58.7,103,294117230,393,0.033,0.2,0.151,69,0.3,103619,0
New Caledonia,0.017,49.0516561,3920,15493320082,193,0.02,0.4,0.119,79,0.9,250000,2
New Zealand,0.015,34.7,31551,1.43467E+11,193,0.005,0.8,0.063,83,1.1,4367800,1
Papua New Guinea,0.03,42.1,3135,9480047959,57,0.051,0,0.104,64,0.3,6858945,0
Samoa,0.028,49.0516561,161,572971727,201,0.016,0.1,0.107,76,0.5,186029,0
Solomon Islands,0.033,49.0516561,202,681587105,95,0.027,0.1,0.144,68,0.2,526447,0
Tonga,0.027,49.0516561,158,369212477,172,0.012,0.2,0.115,75,0.5,104098,0
Vanuatu,0.027,49.0516561,117,700804286,139,0.016,0.1,0.055,73,0.7,236299,0
Antigua and Barbuda,0.017,41,513,1135555556,736,0.009,0.5,0.11,78,1.9,87233,2
Argentina,0.017,49.0516561,8529,15493320082,751,0.013,0.5,0.106,79,1.4,40374224,1
Aruba,0.011,49.0516561,2321,2467703911,193,0.02,0.6,0.107,77,1.3,101597,2
"Bahamas, The",0.016,44.9,2464,7888087000,193,0.011,0.4,0.055,78,1.2,360498,2
Barbados,0.013,49.0516561,1503,4433700000,978,0.014,0.7,0.087,77,1.2,280396,2
Belize,0.024,33.2,422,1398500000,265,0.016,0.1,0.139,76,0.6,308595,2
Bermuda,0.012,49.0516561,477,5744414000,193,0.02,0.8,0.119,82,1.4,65124,2
Bolivia,0.026,49.0516561,15456,19649631308,106,0.035,0.2,0.099,69,0.7,10156601,0
Brazil,0.016,49.0516561,8529,15493320082,989,0.015,0.4,0.119,77,1,5971526,2
Canada,0.011,27.7,8529,15493320082,193,0.005,0.8,0.026,83,0.8,34005274,2
Cayman Islands,0.015,49.0516561,590,15493320082,193,0.02,0.7,0.119,75,1.8,55509,2
Chile,0.014,49.0516561,72258,2.17502E+11,894,0.008,0.5,0.048,82,1.2,17150760,1
Colombia,0.02,49.0516561,75680,15493320082,418,0.016,0.4,0.094,77,1,46444798,1
Costa Rica,0.016,55.3,7770,36298327670,750,0.009,0.4,0.171,82,0.7,4669685,2
Cuba,0.01,49.0516561,38364,64328220000,583,0.005,0.2,0.119,81,0.1,11281768,2
Curacao,0.014,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,1.4,149311,2
Dominica,0.013,37,136,475185185,400,0.011,0.5,0.095,75,1.5,71167,2
Dominican Republic,0.022,40.1,20964,50980167048,278,0.026,0.3,0.121,76,0.9,10016797,2
Ecuador,0.022,35.3,32636,67513698000,335,0.021,0.3,0.119,79,1,15001072,2
El Salvador,0.02,34.8,6249,21418300000,238,0.015,0.2,0.119,76,1.2,6218195,2
Greenland,0.015,49.0516561,634,15493320082,193,0.02,0.6,0.119,73,1,56905,2
Grenada,0.019,45.3,260,771111097,438,0.012,0.3,0.106,75,1.2,104677,2
Guatemala,0.032,40.9,11118,41338007893,198,0.028,0.1,0.133,75,1.3,14341576,0
Guyana,0.022,38.8,1701,2259288396,188,0.032,0.3,0.145,68,0.7,786126,0
Haiti,0.027,40.4,2120,6622541529,45,0.073,0.1,0.175,64,0.4,9896400,0
Honduras,0.027,44.1,8108,15839344592,176,0.021,0.1,0.189,75,1.2,7621204,2
Jamaica,0.015,48.7,7158,13230844040,255,0.016,0.3,0.205,76,1.2,2690824,2
Mexico,0.02,50.5,8529,15493320082,603,0.014,0.3,0.053,79,0.8,5971526,2
Nicaragua,0.024,49.0516561,4547,8938210560,112,0.022,0.1,0.133,77,0.7,5822209,2
Panama,0.02,43.8,9633,28814100000,627,0.017,0.4,0.077,80,1.8,3678128,2
Paraguay,0.024,35,5075,20030529733,271,0.021,0.2,0.119,74,0.9,6459721,2
Peru,0.021,37.1,57579,1.4851E+11,257,0.015,0.3,0.19,77,1,29262830,1
Puerto Rico,0.011,49.0516561,8529,98381268000,193,0.02,0.5,0.119,82,0.8,3721208,1
Sint Maarten (Dutch part),0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,37850,2
St. Kitts and Nevis,0.02,52.5,249,692222222,739,0.009,0.8,0.086,75,1.5,52352,2
St. Lucia,0.016,34,403,1252222222,525,0.014,0.4,0.106,77,1.1,177397,2
St. Vincent and the Grenadines,0.017,38.7,209,681481481,293,0.019,0.4,0.092,74,1.2,109316,2
Suriname,0.018,27.9,2384,4368033802,483,0.022,0.3,0.116,74,1,524960,2
Trinidad and Tobago,0.015,33.1,50682,20758191858,805,0.021,0.5,0.093,73,1.4,1328095,2
Turks and Caicos Islands,0.02,49.0516561,161,15493320082,193,0.02,0.1,0.119,75,0.5,30993,2
United States,0.013,46.5,8529,15493320082,193,0.006,0.7,0.033,81,0.9,5971526,2
Uruguay,0.015,41.9,6645,38881102075,998,0.011,0.5,0.103,80,1.3,3371982,2
"Venezuela, RB",0.021,51.9,8529,15493320082,639,0.014,0.4,0.183,77,1,29043283,1
Virgin Islands (U.S.),0.011,49.0516561,8529,15493320082,193,0.02,0.3,0.119,82,0.5,106267,2
Algeria,0.025,49.0516561,8529,1.99071E+11,233,0.023,0.1,0.08,72,0.9,37762962,1
Angola,0.046,52.1,8529,1.04116E+11,178,0.107,0.1,0.188,53,0.5,20180490,0
Benin,0.037,49.0516561,8529,7294900431,34,0.06,0,0.119,60,0.8,9779795,0
Botswana,0.024,49.0516561,8529,15292424757,404,0.039,0.1,0.11,46,1.5,1986701,0
Burkina Faso,0.042,43.5,8529,10395757480,39,0.068,0,0.119,56,0.5,15995313,0
Burundi,0.045,51.6,8529,2355652064,21,0.059,0,0.132,55,0.2,9540362,0
Cameroon,0.038,48.8,8529,25486923059,64,0.064,0.1,0.119,55,0.5,21156272,0
Central African Republic,0.035,54.6,8529,2195599491,19,0.1,0,0.119,51,0.2,4436217,0
Chad,0.047,49.0516561,8529,12156380062,25,0.092,0,0.119,51,0.3,12080037,0
Comoros,0.036,49.0516561,8529,610372697,31,0.061,0.1,0.105,62,0.3,700216,0
"Congo, Dem. Rep.",0.044,49.0516561,8529,23831631365,15,0.09,0,0.119,51,0.2,5971526,0
"Congo, Rep.",0.038,49.0516561,8529,14425606793,85,0.039,0.1,0.119,59,0.9,4225359,0
Cote d'Ivoire,0.037,44,8529,24074553674,84,0.075,0,0.119,51,0.9,19389954,0
Djibouti,0.028,37.8,8529,1239144502,119,0.061,0.1,0.106,62,0.2,846646,0
"Egypt, Arab Rep.",0.024,43.6,8529,15493320082,137,0.019,0.4,0.11,73,1.1,5971526,2
Equatorial Guinea,0.036,44.1,8529,15715842151,1051,0.073,0.1,0.119,54,0.7,715996,0
Eritrea,0.038,49.0516561,8529,2607739837,12,0.038,0,0.119,64,0,5932852,0
Ethiopia,0.034,30.3,8529,31367606700,14,0.048,0,0.119,64,0.2,5971526,0
Gabon,0.032,43.5,8529,18796191833,401,0.042,0.1,0.119,64,1.5,1594034,0
"Gambia, The",0.043,49.0516561,8529,898282866,24,0.051,0.1,0.119,60,0.8,1734966,0
Ghana,0.032,33.4,8529,39564970070,83,0.054,0.1,0.119,62,0.9,24820706,0
Guinea,0.038,49.0516561,8529,5067360041,27,0.069,0,0.119,56,0.4,11161530,0
Guinea-Bissau,0.038,45.9,8529,967762549,35,0.082,0,0.119,55,0.5,1624228,0
Kenya,0.036,49.3,8529,34313315840,35,0.05,0.3,0.15,62,0.7,42027891,0
Lesotho,0.028,49.0516561,8529,2487352968,146,0.073,0,0.104,48,0.6,2029516,0
Liberia,0.037,42.9,8529,1537753885,59,0.058,0,0.138,61,0.5,4079697,0
Libya,0.022,49.0516561,8529,34699395524,211,0.014,0.1,0.06,77,1.6,6103233,2
Madagascar,0.035,37.1,8529,9853981624,19,0.042,0,0.119,65,0.4,21678934,0
Malawi,0.04,29,8529,5627898037,30,0.049,0,0.119,54,0.3,15457531,0
Mali,0.048,51.1,8529,10647545670,51,0.081,0,0.119,54,0.8,14416737,0
Mauritania,0.035,49.0516561,8529,4136083856,51,0.069,0,0.17,63,0.9,3702763,0
Mauritius,0.011,27.7,8529,11252405860,450,0.013,0.4,0.089,77,1,1286051,2
